GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
8600000US60015,60015,ZCTA5 60015,26265,433,895,256,752,288,24618,537,24618,515,740,234,527,200,23351,549,582,204,97,76,11,19,474,190,667,288,1,2,179,216,487,197,342,151,57,66,35,31,250,137,56,32,0,20,0,20,56,32
8600000US60016,60016,ZCTA5 60016,60029,744,5133,730,4623,879,50273,1252,53169,1278,4192,705,3835,769,45142,1365,5133,1115,509,279,618,377,4006,895,329,145,34,44,20,23,275,131,587,352,85,62,50,44,452,332,811,312,313,242,100,135,398,208
8600000US60018,60018,ZCTA5 60018,28334,776,3984,810,2436,692,21914,944,26536,868,3686,788,2125,653,20725,966,1338,424,185,125,228,164,925,302,173,106,10,14,58,69,105,79,133,73,21,24,0,20,112,70,154,95,82,84,25,54,47,41
8600000US60020,60020,ZCTA5 60020,10079,592,1134,413,1292,608,7653,819,8877,724,963,383,804,278,7110,800,879,563,126,100,488,559,265,96,222,123,4,6,0,17,218,123,97,87,41,56,0,17,56,65,4,7,0,17,0,17,4,7
8600000US60021,60021,ZCTA5 60021,5588,369,395,278,180,133,5013,536,5175,513,256,123,105,115,4814,547,170,135,60,88,2,4,108,105,179,153,79,116,35,39,65,63,49,61,0,15,38,60,11,18,15,25,0,15,0,15,15,25
8600000US60022,60022,ZCTA5 60022,8349,124,281,134,274,236,7794,331,7718,301,240,132,274,236,7204,419,385,207,0,15,0,15,385,207,16,26,0,15,0,15,16,26,171,171,0,15,0,15,171,171,59,64,41,61,0,15,18,24
8600000US60025,60025,ZCTA5 60025,38812,931,1755,471,1680,469,35377,932,34901,910,1244,440,1391,429,32266,875,2721,574,234,167,244,152,2243,555,366,157,100,87,0,23,266,132,650,280,103,126,0,23,547,242,174,115,74,81,45,55,55,60
8600000US60026,60026,ZCTA5 60026,13343,747,1000,461,480,228,11863,673,12284,762,824,442,445,221,11015,705,638,201,75,75,22,35,541,193,81,65,2,4,0,17,79,65,217,137,99,108,13,21,105,85,123,103,0,17,0,17,123,103
8600000US60029,60029,ZCTA5 60029,476,94,9,12,9,9,458,93,441,92,9,12,9,9,423,90,35,27,0,11,0,11,35,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60030,60030,ZCTA5 60030,36127,754,1959,553,1692,515,32476,1014,32149,1131,1456,519,1435,482,29258,1223,2496,626,409,251,215,141,1872,567,614,271,29,37,42,50,543,260,612,287,37,41,0,23,575,283,256,157,28,45,0,23,228,147
8600000US60031,60031,ZCTA5 60031,37477,692,1822,470,2416,635,33239,1038,33005,866,1463,444,1948,564,29594,1061,2598,516,221,138,446,300,1931,483,672,227,96,71,22,26,554,201,993,394,18,26,0,23,975,395,209,111,24,33,0,23,185,105
8600000US60033,60033,ZCTA5 60033,13522,394,3268,923,1481,515,8773,972,12157,626,2716,867,1285,479,8156,939,1078,456,513,367,191,151,374,257,168,128,37,60,0,17,131,119,66,93,0,17,5,9,61,92,53,58,2,6,0,17,51,59
8600000US60034,60034,ZCTA5 60034,1786,271,141,70,184,130,1461,239,1641,261,97,55,152,126,1392,239,101,52,25,21,26,28,50,52,36,22,14,14,3,5,19,17,8,9,5,7,3,4,0,11,0,11,0,11,0,11,0,11
8600000US60035,60035,ZCTA5 60035,29378,154,1938,771,741,232,26699,736,26640,529,1720,699,618,205,24302,875,1034,323,44,52,86,76,904,294,895,353,65,102,9,15,821,327,731,279,61,74,28,46,642,263,78,58,48,46,0,20,30,31
8600000US60040,60040,ZCTA5 60040,5221,119,692,276,772,446,3757,516,4405,361,428,222,617,409,3360,533,452,285,83,92,155,242,214,156,169,110,53,64,0,15,116,81,195,137,128,128,0,15,67,64,0,15,0,15,0,15,0,15
8600000US60041,60041,ZCTA5 60041,8507,570,751,333,734,334,7022,659,8013,522,685,324,658,324,6670,644,233,194,34,38,12,19,187,192,138,113,31,37,0,15,107,110,108,97,1,2,64,87,43,51,15,25,0,15,0,15,15,25
8600000US60042,60042,ZCTA5 60042,8349,265,960,329,381,131,7008,351,7551,252,757,305,348,126,6446,415,208,145,0,15,0,15,208,145,426,191,68,70,33,40,325,176,164,198,135,196,0,15,29,27,0,15,0,15,0,15,0,15
8600000US60043,60043,ZCTA5 60043,2644,186,43,28,23,22,2578,188,2418,228,43,28,23,22,2352,228,216,128,0,11,0,11,216,128,7,13,0,11,0,11,7,13,3,5,0,11,0,11,3,5,0,11,0,11,0,11,0,11
8600000US60044,60044,ZCTA5 60044,9497,314,522,184,148,90,8827,377,8297,405,424,166,124,85,7749,399,565,221,78,62,11,17,476,209,328,124,11,17,13,21,304,122,248,98,0,15,0,15,248,98,59,53,9,15,0,15,50,50
8600000US60045,60045,ZCTA5 60045,19240,422,868,374,400,152,17972,503,17527,514,717,307,371,149,16439,579,574,194,25,27,0,20,549,195,541,229,84,159,0,20,457,177,480,195,42,51,29,36,409,187,118,125,0,20,0,20,118,125
8600000US60046,60046,ZCTA5 60046,34237,536,1488,335,1251,305,31498,679,31113,633,1038,276,994,264,29081,760,1980,472,361,192,229,117,1390,396,408,148,68,58,28,44,312,125,652,259,11,15,0,23,641,258,84,60,10,15,0,23,74,59
8600000US60047,60047,ZCTA5 60047,41261,551,1597,443,1192,521,38472,953,38898,734,1453,423,1160,523,36285,1031,967,254,28,30,8,12,931,255,931,244,28,44,24,27,879,228,400,168,76,103,0,23,324,159,65,47,12,15,0,23,53,45
8600000US60048,60048,ZCTA5 60048,28609,548,1026,271,601,283,26982,610,25986,649,814,271,570,283,24602,661,1709,360,145,85,26,35,1538,335,448,159,43,31,5,9,400,160,420,167,24,20,0,20,396,164,46,46,0,20,0,20,46,46
8600000US60050,60050,ZCTA5 60050,31568,766,2659,671,2276,614,26633,1024,28454,977,2360,658,1890,526,24204,1088,1871,551,221,127,119,109,1531,513,665,278,21,26,204,244,440,159,578,209,57,59,63,67,458,209,0,23,0,23,0,23,0,23
8600000US60051,60051,ZCTA5 60051,24419,753,2125,549,1318,455,20976,997,21308,781,1401,397,875,358,19032,956,1482,418,285,169,155,211,1042,360,1218,446,367,255,187,186,664,240,377,167,72,78,101,103,204,130,34,55,0,20,0,20,34,55
8600000US60053,60053,ZCTA5 60053,23086,171,1594,481,1471,471,20021,725,20982,524,1533,484,1043,302,18406,785,1454,450,19,17,325,299,1110,347,247,180,9,14,31,55,207,171,255,119,31,49,26,39,198,111,148,110,2,4,46,62,100,95
8600000US60056,60056,ZCTA5 60056,54723,486,2390,606,4833,1082,47500,1282,49031,1137,1747,504,3742,933,43542,1404,4248,904,550,305,790,503,2908,705,503,194,30,33,14,24,459,190,431,203,16,26,86,81,329,186,510,340,47,62,201,246,262,174
8600000US60060,60060,ZCTA5 60060,37195,883,3278,798,2870,661,31047,1077,33004,1149,2465,740,2578,652,27961,1182,2563,664,560,308,170,125,1833,529,733,300,128,202,34,43,571,241,493,288,0,23,0,23,493,288,402,201,125,136,88,104,189,141
8600000US60061,60061,ZCTA5 60061,25802,258,770,249,1538,494,23494,628,22363,724,610,212,1178,467,20575,642,2297,670,141,114,306,282,1850,616,626,242,8,13,42,59,576,209,168,80,11,17,12,19,145,81,348,212,0,20,0,20,348,212
8600000US60062,60062,ZCTA5 60062,39256,691,2170,560,1453,417,35633,797,35591,907,1625,422,1321,388,32645,958,1956,510,276,211,0,23,1680,459,624,318,132,183,26,43,466,261,591,205,42,34,28,33,521,195,494,233,95,111,78,105,321,178
8600000US60064,60064,ZCTA5 60064,15124,495,4589,674,3070,566,7465,737,12589,713,3440,623,2784,518,6365,713,1897,500,830,383,210,157,857,285,206,109,90,64,21,25,95,92,198,92,38,30,21,19,139,88,234,192,191,190,34,41,9,17
8600000US60067,60067,ZCTA5 60067,37553,1086,1918,493,1455,430,34180,1176,33543,1174,1765,484,1036,350,30742,1189,2385,535,107,87,358,226,1920,476,952,303,14,19,36,48,902,299,419,178,18,29,25,38,376,169,254,252,14,23,0,23,240,251
8600000US60068,60068,ZCTA5 60068,36865,379,1443,354,1503,471,33919,675,34428,631,1294,335,1489,470,31645,743,1863,472,138,111,0,23,1725,465,303,118,0,23,14,21,289,115,241,115,1,3,0,23,240,115,30,30,10,16,0,23,20,24
8600000US60069,60069,ZCTA5 60069,8117,403,362,210,196,173,7559,421,7616,428,362,210,196,173,7058,443,292,156,0,15,0,15,292,156,54,56,0,15,0,15,54,56,86,56,0,15,0,15,86,56,69,86,0,15,0,15,69,86
8600000US60070,60070,ZCTA5 60070,15797,211,1741,611,1635,668,12421,733,13775,552,1390,530,1535,652,10850,848,1486,456,306,338,100,154,1080,363,91,89,0,17,0,17,91,89,160,118,2,4,0,17,158,115,285,175,43,51,0,17,242,160
8600000US60071,60071,ZCTA5 60071,3450,182,291,140,282,121,2877,247,3158,208,269,136,236,115,2653,250,163,92,22,23,30,35,111,87,56,43,0,11,0,11,56,43,73,58,0,11,16,19,57,55,0,11,0,11,0,11,0,11
8600000US60072,60072,ZCTA5 60072,872,208,199,177,20,21,653,111,798,198,145,162,20,21,633,109,71,61,54,59,0,11,17,20,0,11,0,11,0,11,0,11,3,5,0,11,0,11,3,5,0,11,0,11,0,11,0,11
8600000US60073,60073,ZCTA5 60073,59768,796,7573,1001,6168,1266,46027,1538,53234,1359,6299,963,5350,1180,41585,1645,4356,970,1027,390,785,404,2544,666,1414,709,150,82,19,29,1245,698,595,280,46,45,0,26,549,267,169,129,51,86,14,25,104,97
8600000US60074,60074,ZCTA5 60074,38156,997,5774,1112,3170,912,29212,1277,32790,1272,4766,1069,2896,841,25128,1249,3469,726,627,280,264,209,2578,611,1194,433,299,274,10,17,885,310,553,253,10,17,0,23,543,249,150,105,72,84,0,23,78,69
8600000US60076,60076,ZCTA5 60076,32121,922,2973,678,3029,636,26119,1122,29590,1054,2746,649,2784,657,24060,1184,2055,554,79,51,223,170,1753,516,116,74,2,6,14,19,100,71,170,108,30,39,8,13,132,103,190,134,116,120,0,23,74,61
8600000US60077,60077,ZCTA5 60077,27236,891,4325,1022,3469,932,19442,1146,24840,889,3964,977,3113,853,17763,1105,1667,477,307,191,326,249,1034,360,212,116,19,34,18,29,175,114,147,102,15,23,12,17,120,96,370,260,20,24,0,20,350,255
8600000US60081,60081,ZCTA5 60081,9847,372,719,283,647,252,8481,370,8819,675,402,177,560,225,7857,665,356,251,256,209,68,59,32,39,154,141,0,15,0,15,154,141,518,578,61,55,19,30,438,578,0,15,0,15,0,15,0,15
8600000US60083,60083,ZCTA5 60083,10253,645,148,78,407,244,9698,673,9421,720,134,76,342,228,8945,753,532,333,0,15,14,22,518,332,44,40,14,24,0,15,30,28,254,169,0,15,49,75,205,146,2,5,0,15,2,5,0,15
8600000US60084,60084,ZCTA5 60084,15634,570,1123,392,1520,572,12991,787,13171,703,747,312,977,397,11447,794,1665,634,132,82,542,460,991,490,485,205,155,157,0,17,330,141,227,134,47,58,1,3,179,122,86,66,42,47,0,17,44,48
8600000US60085,60085,ZCTA5 60085,68545,1158,15646,1495,12126,1439,40773,1567,56243,1779,11394,1370,9913,1273,34936,1643,9413,1275,3257,801,1915,581,4241,707,797,259,399,168,32,36,366,192,1393,420,483,260,107,89,803,268,699,217,113,65,159,104,427,176
8600000US60087,60087,ZCTA5 60087,25993,1300,3535,806,2517,559,19941,1365,21724,1163,2326,621,1748,456,17650,1249,3256,720,825,411,712,325,1719,609,193,200,0,20,0,20,193,200,731,322,367,266,57,78,307,247,89,80,17,19,0,20,72,80
8600000US60088,60088,ZCTA5 60088,3449,389,275,198,305,206,2869,452,2165,420,119,141,243,181,1803,478,531,314,50,60,12,18,469,316,29,31,16,27,0,17,13,14,540,272,0,17,50,53,490,271,184,152,90,123,0,17,94,84
8600000US60089,60089,ZCTA5 60089,41034,178,1838,403,1288,418,37908,565,36715,602,1404,373,1004,363,34307,694,1858,405,135,105,227,167,1496,371,1025,287,32,33,57,105,936,260,974,246,86,87,0,23,888,225,462,209,181,139,0,23,281,154
8600000US60090,60090,ZCTA5 60090,36857,228,4527,873,4239,791,28091,1007,32091,812,3554,782,3699,762,24838,1108,2163,571,402,217,379,234,1382,446,698,248,83,73,78,97,537,207,1622,497,471,272,65,63,1086,441,283,142,17,17,18,29,248,139
8600000US60091,60091,ZCTA5 60091,26999,166,821,201,540,197,25638,286,24461,444,653,198,476,192,23332,496,1556,386,100,74,26,27,1430,378,151,83,0,20,0,20,151,83,555,195,68,66,5,11,482,177,276,149,0,20,33,51,243,137
8600000US60093,60093,ZCTA5 60093,19125,439,465,201,712,384,17948,469,17057,570,380,169,688,385,15989,556,1288,351,55,64,17,19,1216,359,250,219,0,17,0,17,250,219,466,198,20,23,7,11,439,193,64,74,10,15,0,17,54,72
8600000US60096,60096,ZCTA5 60096,6812,130,488,201,518,279,5806,356,6002,262,282,133,419,277,5301,355,509,201,172,158,88,84,249,98,24,27,0,15,0,15,24,27,267,140,34,43,11,20,222,143,10,16,0,15,0,15,10,16
8600000US60097,60097,ZCTA5 60097,10646,516,771,335,1030,467,8845,593,9781,676,690,328,924,459,8167,647,489,269,67,67,77,124,345,229,242,213,1,2,29,48,212,206,134,92,13,21,0,17,121,80,0,17,0,17,0,17,0,17
8600000US60098,60098,ZCTA5 60098,31301,808,3897,857,2507,698,24897,1098,27572,883,3119,774,2123,707,22330,1084,2646,500,531,242,290,148,1825,491,389,143,73,70,27,32,289,117,629,312,150,136,67,80,412,260,65,55,24,21,0,23,41,48
8600000US60099,60099,ZCTA5 60099,30862,798,4430,725,3208,807,23224,1271,26543,971,3510,624,2289,654,20744,1283,3063,703,647,299,773,379,1643,471,484,245,93,95,111,114,280,196,611,297,124,178,5,10,482,230,161,121,56,103,30,41,75,61
8600000US60101,60101,ZCTA5 60101,38864,735,5383,979,4493,1004,28988,1398,32827,1231,3779,746,3461,794,25587,1336,3690,922,970,612,557,430,2163,555,1640,818,358,319,475,672,807,355,486,371,184,195,0,23,302,304,221,152,92,103,0,23,129,114
8600000US60102,60102,ZCTA5 60102,32426,512,1169,444,1100,456,30157,742,29831,647,879,425,1058,448,27894,759,631,260,56,58,10,19,565,259,1328,411,234,150,32,40,1062,390,538,347,0,23,0,23,538,347,98,82,0,23,0,23,98,82
8600000US60103,60103,ZCTA5 60103,41834,331,2063,577,891,339,38880,732,38527,875,1645,457,858,337,36024,1006,1574,681,372,326,0,23,1202,663,1081,339,25,21,14,15,1042,337,562,264,0,23,19,29,543,262,90,68,21,37,0,23,69,57
8600000US60104,60104,ZCTA5 60104,18779,175,2398,546,2054,552,14327,752,17219,531,1943,493,1820,521,13456,789,1246,482,312,225,212,181,722,289,192,151,110,144,22,34,60,43,98,54,9,14,0,17,89,52,24,29,24,29,0,17,0,17
8600000US60106,60106,ZCTA5 60106,19895,440,2991,598,1685,493,15219,701,17449,696,2275,567,1568,488,13606,753,1359,444,431,302,86,70,842,363,904,307,243,138,31,56,630,292,69,48,27,32,0,20,42,34,114,92,15,23,0,20,99,87
8600000US60107,60107,ZCTA5 60107,40270,623,1838,411,3168,781,35264,1136,37003,981,1457,366,2530,706,33016,1248,1781,558,268,189,307,261,1206,439,1092,460,16,21,287,216,789,315,240,126,84,100,13,21,143,83,154,100,13,20,31,27,110,95
8600000US60108,60108,ZCTA5 60108,22294,498,1382,440,968,356,19944,741,19261,760,933,357,734,295,17594,863,1651,411,127,92,172,194,1352,398,766,293,158,179,62,50,546,213,343,162,2,4,0,20,341,162,273,219,162,176,0,20,111,133
8600000US60109,60109,ZCTA5 60109,554,140,60,70,19,20,475,135,483,137,6,9,13,18,464,136,60,73,54,70,6,9,0,11,11,10,0,11,0,11,11,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60110,60110,ZCTA5 60110,38427,449,6051,1129,5340,871,27036,1285,33693,955,4615,1038,4522,743,24556,1347,2811,797,886,452,483,356,1442,554,1671,497,504,422,273,217,894,359,193,112,15,23,52,70,126,104,59,57,31,48,10,16,18,24
8600000US60111,60111,ZCTA5 60111,263,126,23,24,0,11,240,124,263,126,23,24,0,11,240,124,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60112,60112,ZCTA5 60112,4477,272,678,354,274,159,3525,391,3805,387,575,362,129,110,3101,406,441,252,51,53,145,126,245,144,129,94,52,69,0,11,77,56,58,63,0,11,0,11,58,63,44,58,0,11,0,11,44,58
8600000US60113,60113,ZCTA5 60113,358,116,29,29,66,65,263,95,325,115,13,11,60,65,252,94,12,15,0,11,3,5,9,13,19,28,16,27,3,4,0,11,2,4,0,11,0,11,2,4,0,11,0,11,0,11,0,11
8600000US60115,60115,ZCTA5 60115,39739,1122,12102,1237,3904,656,23733,1245,27697,1343,5393,911,2437,533,19867,1198,7699,1249,4564,947,1021,393,2114,519,3038,581,1722,427,300,159,1016,317,821,322,260,188,95,85,466,256,484,277,163,94,51,89,270,259
8600000US60118,60118,ZCTA5 60118,15125,403,958,381,499,175,13668,575,12805,576,441,196,376,160,11988,609,1000,346,465,321,62,48,473,208,1086,348,27,42,36,43,1023,336,234,158,25,26,25,38,184,140,0,17,0,17,0,17,0,17
8600000US60119,60119,ZCTA5 60119,10212,634,514,278,340,242,9358,714,9419,601,358,230,340,242,8721,710,450,333,75,115,0,17,375,280,243,128,58,82,0,17,185,99,65,56,0,17,0,17,65,56,35,42,23,38,0,17,12,20
8600000US60120,60120,ZCTA5 60120,49121,969,8281,1438,7193,1242,33647,1514,41733,1175,5831,1097,6212,1211,29690,1544,4273,951,1284,634,598,281,2391,641,2187,668,1044,628,224,133,919,316,740,325,104,99,159,226,477,225,188,124,18,22,0,26,170,121
8600000US60123,60123,ZCTA5 60123,46801,1321,6804,1173,4858,1093,35139,1798,40687,1789,4640,785,3811,938,32236,1900,4161,872,1425,667,760,519,1976,687,1305,420,385,305,269,203,651,216,585,356,310,297,18,30,257,163,63,66,44,60,0,23,19,23
8600000US60124,60124,ZCTA5 60124,19964,1130,852,557,226,180,18886,1286,19273,1115,826,551,226,180,18221,1260,251,161,26,41,0,17,225,158,292,163,0,17,0,17,292,163,127,77,0,17,0,17,127,77,21,28,0,17,0,17,21,28
8600000US60126,60126,ZCTA5 60126,44951,504,1645,393,1898,469,41408,835,40865,888,1251,292,1801,465,37813,1017,1629,380,145,140,33,31,1451,367,1671,412,153,146,23,23,1495,381,637,292,0,23,41,61,596,271,149,161,96,154,0,23,53,47
8600000US60129,60129,ZCTA5 60129,164,59,0,11,0,11,164,59,160,59,0,11,0,11,160,59,0,11,0,11,0,11,0,11,4,4,0,11,0,11,4,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60130,60130,ZCTA5 60130,13807,128,1265,432,1112,375,11430,575,11373,591,780,307,760,350,9833,611,1743,475,312,244,207,125,1224,442,275,148,56,58,26,25,193,118,349,195,50,68,119,122,180,99,67,77,67,77,0,17,0,17
8600000US60131,60131,ZCTA5 60131,17844,201,1990,533,1962,597,13892,729,16590,407,1812,528,1657,565,13121,703,970,296,139,95,246,248,585,237,102,75,0,17,0,17,102,75,87,83,14,22,49,77,24,29,95,95,25,37,10,15,60,86
8600000US60133,60133,ZCTA5 60133,37835,268,5101,1084,3321,765,29413,1276,33164,967,3724,916,2831,750,26609,1220,3068,920,1263,676,276,181,1529,559,1174,399,94,86,180,176,900,285,354,290,20,31,34,57,300,281,75,53,0,23,0,23,75,53
8600000US60134,60134,ZCTA5 60134,28798,699,1097,399,862,346,26839,829,26460,833,884,342,741,315,24835,901,1284,376,168,185,95,125,1021,356,550,233,10,21,0,20,540,232,404,294,35,42,26,30,343,272,100,118,0,20,0,20,100,118
8600000US60135,60135,ZCTA5 60135,6985,309,512,268,684,253,5789,445,6011,526,389,266,603,228,5019,569,709,360,101,125,81,94,527,321,237,133,22,37,0,15,215,128,28,41,0,15,0,15,28,41,0,15,0,15,0,15,0,15
8600000US60136,60136,ZCTA5 60136,7189,151,0,15,237,270,6952,306,6652,438,0,15,124,201,6528,467,101,169,0,15,0,15,101,169,422,331,0,15,113,178,309,258,14,23,0,15,0,15,14,23,0,15,0,15,0,15,0,15
8600000US60137,60137,ZCTA5 60137,37898,958,2133,547,1438,356,34327,1117,34028,1123,1585,545,1264,343,31179,1173,1915,584,225,213,147,135,1543,479,859,242,72,51,18,29,769,234,784,391,87,89,0,23,697,383,312,193,164,161,9,14,139,108
8600000US60139,60139,ZCTA5 60139,34312,435,4286,915,3728,659,26298,915,29084,942,2894,745,2815,587,23375,991,3094,696,759,495,666,320,1669,405,973,260,114,77,23,37,836,252,910,443,371,331,224,206,315,149,251,201,148,192,0,23,103,69
8600000US60140,60140,ZCTA5 60140,14176,615,1432,819,280,223,12464,1077,12865,1101,1377,834,280,223,11208,1145,1084,915,41,72,0,17,1043,895,88,93,14,21,0,17,74,87,88,134,0,17,0,17,88,134,51,88,0,17,0,17,51,88
8600000US60141,60141,ZCTA5 60141,46,62,22,12,0,11,24,52,38,66,14,16,0,11,24,52,8,12,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
