GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
8600000US60002,60002,ZCTA5 60002,74958,4260
8600000US60004,60004,ZCTA5 60004,83647,3809
8600000US60005,60005,ZCTA5 60005,72250,4540
8600000US60007,60007,ZCTA5 60007,68775,3775
8600000US60008,60008,ZCTA5 60008,61414,2602
8600000US60010,60010,ZCTA5 60010,124375,5217
8600000US60012,60012,ZCTA5 60012,119451,11624
8600000US60013,60013,ZCTA5 60013,94486,5013
8600000US60014,60014,ZCTA5 60014,83688,4163
8600000US60015,60015,ZCTA5 60015,131337,7070
8600000US60016,60016,ZCTA5 60016,60965,2604
8600000US60018,60018,ZCTA5 60018,56648,2850
8600000US60020,60020,ZCTA5 60020,55556,9390
8600000US60021,60021,ZCTA5 60021,97203,13476
8600000US60022,60022,ZCTA5 60022,183352,23049
8600000US60025,60025,ZCTA5 60025,84800,4625
8600000US60026,60026,ZCTA5 60026,101739,16299
8600000US60029,60029,ZCTA5 60029,161719,13369
8600000US60030,60030,ZCTA5 60030,78941,4552
8600000US60031,60031,ZCTA5 60031,84824,4134
8600000US60033,60033,ZCTA5 60033,53044,4315
8600000US60034,60034,ZCTA5 60034,58095,9521
8600000US60035,60035,ZCTA5 60035,122803,9714
8600000US60040,60040,ZCTA5 60040,50750,12475
8600000US60041,60041,ZCTA5 60041,61356,7716
8600000US60042,60042,ZCTA5 60042,68969,6182
8600000US60043,60043,ZCTA5 60043,203333,54808
8600000US60044,60044,ZCTA5 60044,103318,9200
8600000US60045,60045,ZCTA5 60045,159077,11249
8600000US60046,60046,ZCTA5 60046,82731,4219
8600000US60047,60047,ZCTA5 60047,127461,5367
8600000US60048,60048,ZCTA5 60048,121049,7307
8600000US60050,60050,ZCTA5 60050,62379,4417
8600000US60051,60051,ZCTA5 60051,74715,4802
