GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
8600000US60015,60015,ZCTA5 60015,26382,470,1186,414,607,273,24589,580,24400,588,904,310,371,139,23125,613,793,339,262,270,0,20,531,233,834,326,1,3,190,253,643,232,256,104,19,20,46,35,191,91,99,68,0,20,0,20,99,68
8600000US60016,60016,ZCTA5 60016,58163,862,5690,750,4126,651,48347,1222,51802,1222,4990,684,3887,617,42925,1371,4776,966,468,217,181,153,4127,900,358,136,20,26,25,28,313,136,548,275,55,67,25,33,468,265,679,305,157,135,8,18,514,280
8600000US60018,60018,ZCTA5 60018,29778,815,4309,891,2186,502,23283,1014,27447,899,3668,815,1894,493,21885,1053,1769,470,509,330,233,157,1027,299,164,106,10,15,29,36,125,90,161,88,21,26,0,23,140,85,237,131,101,93,30,54,106,70
8600000US60020,60020,ZCTA5 60020,9490,587,961,343,983,459,7546,631,7972,730,864,324,424,175,6684,693,1341,620,74,70,559,517,708,320,127,84,15,17,0,15,112,81,50,38,8,13,0,15,42,38,0,15,0,15,0,15,0,15
8600000US60021,60021,ZCTA5 60021,5586,344,444,293,179,124,4963,506,5203,447,284,140,157,123,4762,489,132,92,64,96,0,15,68,75,223,168,96,120,22,34,105,70,0,15,0,15,0,15,0,15,28,31,0,15,0,15,28,31
8600000US60022,60022,ZCTA5 60022,8468,114,309,142,235,216,7924,292,7612,342,256,144,235,216,7121,424,402,229,6,8,0,15,396,228,77,69,0,15,0,15,77,69,291,246,0,15,0,15,291,246,86,74,47,58,0,15,39,42
8600000US60025,60025,ZCTA5 60025,39323,1026,1551,302,1751,483,36021,1179,35252,1210,1056,241,1452,452,32744,1316,2975,521,197,122,254,152,2524,489,299,125,36,42,0,23,263,108,499,202,116,129,0,23,383,166,298,159,146,142,45,54,107,70
8600000US60026,60026,ZCTA5 60026,13970,704,862,383,254,123,12854,744,12154,848,792,373,171,89,11191,782,1433,461,69,56,69,77,1295,441,191,130,0,17,0,17,191,130,116,88,1,2,14,22,101,84,76,71,0,17,0,17,76,71
8600000US60029,60029,ZCTA5 60029,527,101,11,12,8,7,508,100,500,99,11,12,8,7,481,98,27,20,0,11,0,11,27,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60030,60030,ZCTA5 60030,36338,770,2073,450,1495,463,32770,930,31532,920,1495,359,1264,434,28773,1045,2995,553,506,259,146,73,2343,471,652,257,43,42,85,87,524,234,884,313,21,30,0,23,863,311,275,188,8,12,0,23,267,187
8600000US60031,60031,ZCTA5 60031,36992,481,1993,438,1620,470,33379,771,31666,803,1374,367,1090,275,29202,860,3127,608,414,196,441,305,2272,574,628,224,90,51,23,27,515,202,1387,361,95,73,66,73,1226,362,184,100,20,26,0,23,164,99
8600000US60033,60033,ZCTA5 60033,13343,420,2386,788,1751,581,9206,788,11308,845,1445,571,1595,560,8268,959,1640,673,846,470,119,110,675,350,213,137,0,17,18,26,195,135,159,144,94,121,19,23,46,76,23,28,1,3,0,17,22,28
8600000US60034,60034,ZCTA5 60034,1908,278,152,96,335,168,1421,247,1662,242,104,72,295,165,1263,217,179,128,21,24,37,36,121,119,56,57,27,33,0,11,29,27,11,12,0,11,3,6,8,10,0,11,0,11,0,11,0,11
8600000US60035,60035,ZCTA5 60035,29297,180,1717,443,779,269,26801,563,26303,578,1451,408,760,272,24092,740,1330,428,54,53,12,18,1264,422,833,289,105,114,7,12,721,267,709,239,24,26,0,20,685,244,122,74,83,74,0,20,39,28
8600000US60040,60040,ZCTA5 60040,5222,120,828,319,515,272,3879,423,4631,276,687,295,390,216,3554,403,302,202,18,20,125,186,159,90,167,97,73,59,0,15,94,54,107,89,50,64,0,15,57,59,15,23,0,15,0,15,15,23
8600000US60041,60041,ZCTA5 60041,9132,582,541,315,989,434,7602,681,8650,506,517,318,891,425,7242,618,347,193,22,28,29,40,296,207,64,83,0,15,0,15,64,83,71,104,2,5,69,104,0,15,0,15,0,15,0,15,0,15
8600000US60042,60042,ZCTA5 60042,8173,181,501,181,453,174,7219,326,7519,267,367,154,442,172,6710,322,218,125,0,15,0,15,218,125,337,138,66,70,11,18,260,115,99,111,68,108,0,15,31,27,0,15,0,15,0,15,0,15
8600000US60043,60043,ZCTA5 60043,2608,157,45,35,42,38,2521,165,2409,179,45,35,42,38,2322,184,169,102,0,11,0,11,169,102,0,11,0,11,0,11,0,11,9,9,0,11,0,11,9,9,21,17,0,11,0,11,21,17
8600000US60044,60044,ZCTA5 60044,9495,231,386,126,159,89,8950,224,8234,316,326,107,159,89,7749,330,698,218,51,50,0,15,647,211,278,116,0,15,0,15,278,116,243,133,0,15,0,15,243,133,42,31,9,15,0,15,33,34
8600000US60045,60045,ZCTA5 60045,19401,427,705,309,403,141,18293,540,17564,536,655,291,383,140,16526,600,669,189,15,21,10,15,644,190,450,210,13,21,0,20,437,207,601,232,20,30,10,15,571,229,117,90,2,4,0,20,115,90
8600000US60046,60046,ZCTA5 60046,34641,676,1317,315,1147,291,32177,874,31402,819,835,231,976,281,29591,897,1854,412,369,198,135,91,1350,355,531,216,74,57,36,55,421,179,669,244,29,34,0,23,640,240,185,182,10,15,0,23,175,181
8600000US60047,60047,ZCTA5 60047,41264,588,1284,377,1815,545,38165,826,38464,714,1075,323,1797,545,35592,874,1006,307,30,28,8,14,968,304,1217,328,78,101,10,15,1129,312,470,193,101,131,0,23,369,165,107,78,0,23,0,23,107,78
8600000US60048,60048,ZCTA5 60048,28570,465,962,201,509,217,27099,540,25666,620,741,182,357,164,24568,654,2010,414,155,80,42,51,1813,405,356,110,53,40,8,12,295,98,447,211,13,17,102,160,332,174,91,61,0,20,0,20,91,61
8600000US60050,60050,ZCTA5 60050,31861,652,1903,396,2616,573,27342,875,27961,933,1647,381,2054,503,24260,1026,2605,696,229,161,311,160,2065,652,815,276,2,5,226,156,587,197,471,195,25,40,25,31,421,177,9,14,0,23,0,23,9,14
8600000US60051,60051,ZCTA5 60051,23717,688,1825,544,1259,454,20633,807,20785,712,1317,465,803,341,18665,808,1486,425,308,228,197,260,981,346,1027,333,114,94,145,146,768,293,419,199,86,92,114,119,219,106,0,20,0,20,0,20,0,20
8600000US60053,60053,ZCTA5 60053,23075,192,1904,662,1350,499,19821,784,21362,519,1852,659,1104,416,18406,820,1423,460,34,26,208,284,1181,378,34,36,11,16,0,20,23,27,204,101,6,10,24,37,174,91,52,59,1,5,14,21,37,54
8600000US60056,60056,ZCTA5 60056,54425,386,2925,613,4368,915,47132,1091,48610,1075,2466,576,3563,806,42581,1283,4353,870,373,151,748,551,3232,699,500,231,14,22,15,24,471,227,604,294,28,34,24,37,552,286,358,183,44,50,18,29,296,163
8600000US60060,60060,ZCTA5 60060,37101,947,2739,754,2575,682,31787,1211,32540,1045,2173,725,2269,644,28098,1172,2896,755,438,275,171,125,2287,660,609,209,9,10,32,51,568,207,570,328,21,22,0,23,549,328,486,201,98,112,103,118,285,157
8600000US60061,60061,ZCTA5 60061,26233,380,1294,453,1862,873,23077,1078,23312,604,1062,408,1643,840,20607,1055,1922,591,183,183,177,196,1562,520,350,121,8,13,28,43,314,113,330,120,41,40,14,23,275,105,319,226,0,20,0,20,319,226
8600000US60062,60062,ZCTA5 60062,39582,550,1756,452,1057,276,36769,701,36168,666,1355,396,846,252,33967,787,1687,385,220,162,45,47,1422,355,649,286,136,192,18,29,495,226,671,207,28,30,47,49,596,200,407,184,17,29,101,130,289,176
8600000US60064,60064,ZCTA5 60064,15041,491,4210,620,2474,595,8357,685,12845,570,3320,618,2182,629,7343,690,1539,408,621,245,196,192,722,216,370,162,132,91,68,60,170,128,224,107,87,58,28,26,109,80,63,60,50,57,0,17,13,19
8600000US60067,60067,ZCTA5 60067,37371,858,1631,463,1409,455,34331,1095,33174,990,1301,427,1120,410,30753,1113,2374,453,263,163,204,159,1907,449,972,315,16,22,10,16,946,317,540,256,31,48,52,50,457,258,311,259,20,35,23,35,268,256
8600000US60068,60068,ZCTA5 60068,36842,331,1532,390,1195,341,34115,595,34502,496,1413,382,1172,336,31917,620,1722,348,105,74,0,23,1617,341,268,119,1,3,22,25,245,116,331,154,9,14,1,2,321,148,19,18,4,9,0,23,15,17
8600000US60069,60069,ZCTA5 60069,8032,425,469,210,199,136,7364,475,7441,443,430,200,175,131,6836,481,336,151,39,52,24,38,273,142,132,109,0,15,0,15,132,109,62,48,0,15,0,15,62,48,61,74,0,15,0,15,61,74
8600000US60070,60070,ZCTA5 60070,15914,164,1478,548,1838,547,12598,596,13802,527,1252,493,1495,521,11055,649,1485,470,176,215,237,244,1072,391,84,82,0,17,45,72,39,41,258,219,0,17,0,17,258,219,285,151,50,62,61,66,174,129
8600000US60071,60071,ZCTA5 60071,3559,162,503,172,326,155,2730,239,3350,175,437,162,302,154,2611,245,77,46,18,19,19,21,40,31,44,22,8,11,0,11,36,21,82,71,40,62,5,9,37,42,6,9,0,11,0,11,6,9
8600000US60072,60072,ZCTA5 60072,952,194,115,136,37,33,800,144,889,193,113,135,37,33,739,143,46,34,0,11,0,11,46,34,12,16,2,4,0,11,10,13,5,6,0,11,0,11,5,6,0,11,0,11,0,11,0,11
8600000US60073,60073,ZCTA5 60073,59737,760,6295,885,6920,1317,46522,1295,53001,1358,5034,780,5630,1183,42337,1484,4667,963,982,341,1111,794,2574,674,1486,688,224,145,99,94,1163,665,499,202,55,52,69,94,375,167,84,93,0,26,11,21,73,90
8600000US60074,60074,ZCTA5 60074,38636,850,5573,1058,3110,773,29953,1307,32241,1265,4500,974,2571,652,25170,1488,4309,955,742,339,527,284,3040,781,1190,414,260,258,12,19,918,299,685,330,48,49,0,23,637,323,211,111,23,34,0,23,188,107
8600000US60076,60076,ZCTA5 60076,31811,849,2946,652,3025,714,25840,1007,29423,990,2584,622,2794,684,24045,1026,1663,546,150,106,125,119,1388,465,132,94,1,4,0,23,131,94,250,119,17,20,54,86,179,89,343,203,194,179,52,60,97,71
8600000US60077,60077,ZCTA5 60077,27754,787,3732,928,3032,857,20990,1098,25183,842,3355,906,2752,756,19076,1063,2024,671,248,182,268,264,1508,554,154,100,27,42,0,20,127,88,95,72,1,10,12,17,82,72,298,172,101,107,0,20,197,136
8600000US60081,60081,ZCTA5 60081,9736,352,704,279,492,206,8540,374,8476,674,438,203,402,186,7636,667,536,317,187,187,62,64,287,222,160,100,22,25,12,18,126,92,546,623,39,47,16,25,491,616,18,29,18,29,0,15,0,15
8600000US60083,60083,ZCTA5 60083,10335,506,336,164,374,240,9625,556,9077,523,328,166,326,224,8423,527,741,388,0,17,0,17,741,388,201,144,8,15,0,17,193,141,316,218,0,17,48,76,268,205,0,17,0,17,0,17,0,17
8600000US60084,60084,ZCTA5 60084,16165,578,887,267,1306,576,13972,801,13277,911,663,208,763,313,11851,935,1450,652,151,152,543,533,756,332,1022,452,58,55,0,17,964,435,317,158,0,17,0,17,317,158,99,71,15,24,0,17,84,67
8600000US60085,60085,ZCTA5 60085,68788,1081,15013,1037,11789,1288,41986,1617,55600,1651,10614,854,8987,1146,35999,1509,9419,1040,2915,688,2290,615,4214,685,1388,408,755,364,31,27,602,283,1589,463,574,274,309,223,706,279,792,248,155,90,172,99,465,186
8600000US60087,60087,ZCTA5 60087,25134,1276,3473,916,1898,464,19763,1360,20901,1277,2308,602,1388,403,17205,1232,3110,1026,762,549,494,331,1854,653,255,159,18,25,0,20,237,153,820,379,360,289,16,27,444,329,48,38,25,26,0,20,23,31
8600000US60088,60088,ZCTA5 60088,3320,405,334,175,236,148,2750,363,1889,406,162,133,133,105,1594,371,328,152,61,70,8,13,259,133,55,38,15,23,0,17,40,32,880,330,62,99,95,95,723,300,168,117,34,37,0,17,134,115
8600000US60089,60089,ZCTA5 60089,41150,172,1969,429,1629,462,37552,677,36335,563,1368,359,1306,444,33661,821,2105,369,159,103,251,166,1695,362,1132,256,54,39,72,91,1006,247,944,412,156,125,0,23,788,387,634,209,232,123,0,23,402,177
8600000US60090,60090,ZCTA5 60090,36955,308,4280,828,4053,805,28622,1082,32329,655,3581,791,3706,768,25042,1120,2641,540,463,317,276,195,1902,451,554,208,76,63,6,11,472,190,1097,346,52,49,7,12,1038,348,334,231,108,121,58,72,168,123
8600000US60091,60091,ZCTA5 60091,26932,194,904,241,431,190,25597,312,24299,515,798,233,398,185,23103,480,1656,377,57,56,26,42,1573,373,170,109,8,12,0,20,162,106,494,191,38,58,7,10,449,185,313,168,3,7,0,20,310,168
8600000US60093,60093,ZCTA5 60093,18913,418,673,178,467,355,17773,421,16686,580,510,162,440,354,15736,548,1198,336,123,94,21,24,1054,332,397,278,0,17,0,17,397,278,505,184,7,10,6,10,492,182,127,93,33,37,0,17,94,86
8600000US60096,60096,ZCTA5 60096,6806,54,503,225,311,223,5992,306,5629,290,256,134,206,214,5167,357,797,301,214,172,105,87,478,246,149,92,0,15,0,15,149,92,224,122,33,51,0,15,191,113,7,12,0,15,0,15,7,12
8600000US60097,60097,ZCTA5 60097,10175,571,1049,482,792,404,8334,710,9331,601,883,439,762,401,7686,698,619,267,166,219,0,17,453,205,100,85,0,17,30,49,70,69,125,107,0,17,0,17,125,107,0,17,0,17,0,17,0,17
8600000US60098,60098,ZCTA5 60098,31266,768,4322,824,2263,603,24681,1151,26984,1104,3100,731,1857,570,22027,1245,3229,690,942,427,302,138,1985,460,562,188,99,71,55,41,408,173,457,218,167,167,49,61,241,134,34,40,14,24,0,23,20,32
8600000US60099,60099,ZCTA5 60099,30345,694,4904,795,2975,542,22466,960,26677,874,3955,767,2428,516,20294,1052,2644,610,621,265,415,217,1608,501,380,206,91,92,107,118,182,91,524,242,180,151,1,10,343,178,120,111,57,96,24,34,39,38
8600000US60101,60101,ZCTA5 60101,38862,610,5466,995,3968,1027,29428,1244,33500,1221,4190,818,3253,870,26057,1286,3580,879,941,612,337,294,2302,630,1333,593,243,177,378,528,712,209,206,130,22,29,0,23,184,121,243,148,70,68,0,23,173,125
8600000US60102,60102,ZCTA5 60102,32321,486,1168,393,843,269,30310,587,29831,725,868,321,790,281,28173,781,571,194,66,63,11,17,494,192,1410,339,202,154,42,47,1166,332,397,293,10,16,0,23,387,285,112,78,22,35,0,23,90,72
8600000US60103,60103,ZCTA5 60103,41969,368,1783,404,871,258,39315,597,38395,911,1592,405,718,261,36085,982,1902,774,166,135,94,142,1642,751,1098,361,25,25,59,61,1014,352,477,275,0,23,0,23,477,275,97,76,0,23,0,23,97,76
8600000US60104,60104,ZCTA5 60104,18610,213,2427,657,1924,479,14259,841,16303,646,2117,599,1674,547,12512,857,1697,513,109,78,228,194,1360,444,518,303,185,220,22,36,311,258,74,47,6,10,0,17,68,45,18,20,10,17,0,17,8,12
8600000US60106,60106,ZCTA5 60106,19905,430,1894,535,1919,466,16092,664,17408,633,1597,526,1799,462,14012,741,1191,350,141,97,95,68,955,321,1067,403,117,88,25,42,925,398,141,88,28,32,0,20,113,79,98,72,11,17,0,20,87,70
8600000US60107,60107,ZCTA5 60107,39977,508,2125,521,3735,761,34117,1011,36587,889,1735,448,3153,677,31699,1102,2098,642,359,243,259,197,1480,523,889,341,9,12,288,236,592,253,224,119,10,16,16,25,198,119,179,111,12,19,19,30,148,103
8600000US60108,60108,ZCTA5 60108,22228,345,1180,286,1109,302,19939,485,19286,485,986,278,812,263,17488,564,1868,414,105,60,261,235,1502,351,609,236,58,50,36,34,515,210,347,134,23,21,0,20,324,130,118,94,8,13,0,20,110,93
8600000US60109,60109,ZCTA5 60109,543,135,55,64,6,9,482,113,405,110,6,9,0,11,399,110,122,78,49,63,6,9,67,47,16,16,0,11,0,11,16,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60110,60110,ZCTA5 60110,38792,503,6404,1114,4551,866,27837,1228,34252,998,5535,1049,3861,747,24856,1246,2206,640,417,377,379,267,1410,409,1736,551,418,330,229,241,1089,378,531,314,34,43,69,87,428,269,67,47,0,23,13,21,54,42
8600000US60111,60111,ZCTA5 60111,199,77,27,32,0,11,172,78,199,77,27,32,0,11,172,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60112,60112,ZCTA5 60112,4421,286,745,460,238,156,3438,378,3701,367,518,380,123,102,3060,372,618,303,200,220,115,111,303,176,76,65,16,24,0,11,60,50,26,24,11,16,0,11,15,18,0,11,0,11,0,11,0,11
8600000US60113,60113,ZCTA5 60113,345,102,31,32,44,49,270,75,290,89,13,11,36,50,241,68,20,18,0,11,5,5,15,14,33,36,18,29,3,4,12,19,2,4,0,11,0,11,2,4,0,11,0,11,0,11,0,11
8600000US60115,60115,ZCTA5 60115,40521,706,12042,1055,3732,826,24747,1074,27231,1203,5163,867,2330,718,19738,1039,8125,1106,4274,812,838,334,3013,688,3724,771,2113,640,464,212,1147,325,1119,317,292,160,100,67,727,291,322,175,200,91,0,23,122,155
8600000US60118,60118,ZCTA5 60118,15454,480,1000,352,410,140,14044,597,13180,695,578,207,295,111,12307,658,766,346,370,310,47,61,349,164,1339,356,26,40,43,57,1270,345,156,101,21,25,25,40,110,82,13,16,5,9,0,17,8,13
8600000US60119,60119,ZCTA5 60119,10052,576,419,210,149,130,9484,569,9362,633,390,205,149,130,8823,604,226,212,0,17,0,17,226,212,285,182,0,17,0,17,285,182,136,138,0,17,0,17,136,138,43,51,29,47,0,17,14,23
8600000US60120,60120,ZCTA5 60120,49590,1123,8452,1290,6963,1164,34175,1799,42593,1745,6465,1190,6165,1111,29963,1852,3072,744,840,429,257,174,1975,646,3030,980,958,610,529,337,1543,661,696,274,154,122,12,18,530,258,199,117,35,33,0,26,164,112
8600000US60123,60123,ZCTA5 60123,46619,1370,6733,1019,4343,989,35543,1409,40573,1483,4486,870,3597,793,32490,1417,3852,1070,1611,637,477,542,1764,627,1398,440,245,118,252,245,901,319,656,386,369,354,17,26,270,155,140,119,22,27,0,23,118,112
8600000US60124,60124,ZCTA5 60124,20340,1290,1000,614,64,54,19276,1384,19406,1308,841,593,64,54,18501,1383,351,238,27,40,0,20,324,235,375,246,132,187,0,20,243,175,92,88,0,20,0,20,92,88,116,111,0,20,0,20,116,111
8600000US60126,60126,ZCTA5 60126,46007,516,1577,351,1192,255,43238,642,41575,721,1266,277,1085,236,39224,754,1886,341,122,118,30,25,1734,339,1650,370,54,54,28,22,1568,371,660,193,37,39,49,65,574,182,236,207,98,162,0,23,138,121
8600000US60129,60129,ZCTA5 60129,186,84,57,71,0,11,129,54,95,27,3,4,0,11,92,27,40,46,9,14,0,11,31,51,51,70,45,70,0,11,6,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US60130,60130,ZCTA5 60130,13762,166,1566,487,858,350,11338,636,10644,608,1038,340,457,259,9149,653,2272,452,314,272,181,120,1777,507,243,112,44,40,37,45,162,110,516,238,83,84,183,172,250,138,87,92,87,92,0,17,0,17
8600000US60131,60131,ZCTA5 60131,17794,201,1434,473,1558,471,14802,662,16760,335,1343,454,1377,456,14040,659,818,307,43,31,117,116,658,280,104,83,0,17,0,17,104,83,68,84,14,21,54,83,0,17,44,53,34,51,10,15,0,17
8600000US60133,60133,ZCTA5 60133,38044,208,4274,781,3271,743,30499,1056,33164,896,3406,721,2838,718,26920,1089,3264,754,674,485,335,250,2255,594,1151,343,166,121,83,99,902,325,362,337,28,37,0,23,334,335,103,67,0,23,15,23,88,54
8600000US60134,60134,ZCTA5 60134,28900,626,1503,421,1004,455,26393,797,25522,774,1201,429,716,341,23605,888,1368,420,262,211,143,159,963,379,1482,538,24,37,123,137,1335,507,428,246,16,26,22,39,390,249,100,111,0,20,0,20,100,111
8600000US60135,60135,ZCTA5 60135,6524,485,608,286,704,341,5212,645,5354,619,528,284,436,271,4390,695,832,283,62,70,126,106,644,282,308,220,18,30,142,194,148,112,30,46,0,15,0,15,30,46,0,15,0,15,0,15,0,15
8600000US60136,60136,ZCTA5 60136,7272,213,0,15,0,15,7272,213,6820,458,0,15,0,15,6820,458,223,215,0,15,0,15,223,215,229,249,0,15,0,15,229,249,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15
8600000US60137,60137,ZCTA5 60137,37334,599,1769,372,1506,464,34059,831,33353,780,1561,376,1337,437,30455,859,2055,490,47,36,108,118,1900,502,972,295,60,59,38,43,874,281,635,266,39,36,7,12,589,261,319,160,62,58,16,23,241,145
8600000US60139,60139,ZCTA5 60139,33953,233,4063,827,4640,985,25250,1286,27773,965,2889,700,3578,745,21306,1233,4082,817,559,379,793,496,2730,731,880,295,102,74,28,38,750,286,953,396,347,318,229,204,377,142,265,242,166,237,12,18,87,62
8600000US60140,60140,ZCTA5 60140,15796,948,1189,739,982,911,13625,1011,14435,1257,1037,667,982,911,12416,1292,1157,899,149,210,0,17,1008,758,103,155,3,6,0,17,100,155,101,155,0,17,0,17,101,155,0,17,0,17,0,17,0,17
8600000US60141,60141,ZCTA5 60141,86,73,86,73,0,11,0,11,73,74,73,74,0,11,0,11,13,28,13,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
