GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US60002,60002,ZCTA5 60002,23740,379
8600000US60004,60004,ZCTA5 60004,49787,819
8600000US60005,60005,ZCTA5 60005,30147,837
8600000US60007,60007,ZCTA5 60007,33868,476
8600000US60008,60008,ZCTA5 60008,22138,438
8600000US60010,60010,ZCTA5 60010,44464,962
8600000US60012,60012,ZCTA5 60012,10731,572
8600000US60013,60013,ZCTA5 60013,26836,519
8600000US60014,60014,ZCTA5 60014,48964,828
8600000US60015,60015,ZCTA5 60015,26905,436
8600000US60016,60016,ZCTA5 60016,60346,1012
8600000US60018,60018,ZCTA5 60018,28630,1041
8600000US60020,60020,ZCTA5 60020,10128,560
8600000US60021,60021,ZCTA5 60021,5489,307
8600000US60022,60022,ZCTA5 60022,8021,208
8600000US60025,60025,ZCTA5 60025,38257,906
8600000US60026,60026,ZCTA5 60026,13316,697
8600000US60029,60029,ZCTA5 60029,528,148
8600000US60030,60030,ZCTA5 60030,35672,775
8600000US60031,60031,ZCTA5 60031,37983,616
8600000US60033,60033,ZCTA5 60033,13837,339
8600000US60034,60034,ZCTA5 60034,1864,225
8600000US60035,60035,ZCTA5 60035,30017,63
8600000US60040,60040,ZCTA5 60040,5464,54
8600000US60041,60041,ZCTA5 60041,8792,523
8600000US60042,60042,ZCTA5 60042,8777,279
8600000US60043,60043,ZCTA5 60043,2565,165
8600000US60044,60044,ZCTA5 60044,10384,339
8600000US60045,60045,ZCTA5 60045,20936,363
8600000US60046,60046,ZCTA5 60046,34463,590
8600000US60047,60047,ZCTA5 60047,41657,528
8600000US60048,60048,ZCTA5 60048,29221,406
8600000US60050,60050,ZCTA5 60050,31848,717
8600000US60051,60051,ZCTA5 60051,25208,742
8600000US60053,60053,ZCTA5 60053,23070,108
8600000US60056,60056,ZCTA5 60056,55052,348
8600000US60060,60060,ZCTA5 60060,37197,723
8600000US60061,60061,ZCTA5 60061,25331,175
8600000US60062,60062,ZCTA5 60062,39723,773
8600000US60064,60064,ZCTA5 60064,16518,529
8600000US60067,60067,ZCTA5 60067,37892,931
8600000US60068,60068,ZCTA5 60068,37272,265
8600000US60069,60069,ZCTA5 60069,8282,408
8600000US60070,60070,ZCTA5 60070,15939,206
8600000US60071,60071,ZCTA5 60071,3617,59
8600000US60072,60072,ZCTA5 60072,934,186
8600000US60073,60073,ZCTA5 60073,58230,608
8600000US60074,60074,ZCTA5 60074,38477,1107
8600000US60076,60076,ZCTA5 60076,33337,935
8600000US60077,60077,ZCTA5 60077,26316,840
8600000US60081,60081,ZCTA5 60081,9904,482
8600000US60083,60083,ZCTA5 60083,10051,560
8600000US60084,60084,ZCTA5 60084,15828,564
8600000US60085,60085,ZCTA5 60085,70767,1024
8600000US60087,60087,ZCTA5 60087,27885,1140
8600000US60088,60088,ZCTA5 60088,14674,502
8600000US60089,60089,ZCTA5 60089,41705,78
8600000US60090,60090,ZCTA5 60090,37257,65
8600000US60091,60091,ZCTA5 60091,27008,70
8600000US60093,60093,ZCTA5 60093,19228,370
8600000US60096,60096,ZCTA5 60096,6935,83
8600000US60097,60097,ZCTA5 60097,10889,701
8600000US60098,60098,ZCTA5 60098,32641,681
8600000US60099,60099,ZCTA5 60099,31442,562
8600000US60101,60101,ZCTA5 60101,39259,647
8600000US60102,60102,ZCTA5 60102,31686,422
8600000US60103,60103,ZCTA5 60103,41252,297
8600000US60104,60104,ZCTA5 60104,19096,46
8600000US60106,60106,ZCTA5 60106,20030,508
8600000US60107,60107,ZCTA5 60107,40007,495
8600000US60108,60108,ZCTA5 60108,22639,376
8600000US60109,60109,ZCTA5 60109,579,153
8600000US60110,60110,ZCTA5 60110,38375,480
8600000US60111,60111,ZCTA5 60111,404,190
8600000US60112,60112,ZCTA5 60112,4235,318
8600000US60113,60113,ZCTA5 60113,210,91
8600000US60115,60115,ZCTA5 60115,46456,513
8600000US60118,60118,ZCTA5 60118,15700,477
8600000US60119,60119,ZCTA5 60119,9569,502
8600000US60120,60120,ZCTA5 60120,50682,1165
8600000US60123,60123,ZCTA5 60123,47265,1173
8600000US60124,60124,ZCTA5 60124,19571,863
8600000US60126,60126,ZCTA5 60126,45842,362
8600000US60129,60129,ZCTA5 60129,203,71
8600000US60130,60130,ZCTA5 60130,14245,39
8600000US60131,60131,ZCTA5 60131,17941,303
8600000US60133,60133,ZCTA5 60133,38022,157
8600000US60134,60134,ZCTA5 60134,29445,523
8600000US60135,60135,ZCTA5 60135,7302,278
8600000US60136,60136,ZCTA5 60136,6377,126
8600000US60137,60137,ZCTA5 60137,39102,919
8600000US60139,60139,ZCTA5 60139,34349,393
8600000US60140,60140,ZCTA5 60140,13832,476
8600000US60141,60141,ZCTA5 60141,257,152
8600000US60142,60142,ZCTA5 60142,24553,388
8600000US60143,60143,ZCTA5 60143,10113,368
8600000US60144,60144,ZCTA5 60144,28,15
8600000US60145,60145,ZCTA5 60145,2361,315
8600000US60146,60146,ZCTA5 60146,2700,257
8600000US60148,60148,ZCTA5 60148,50807,890
8600000US60150,60150,ZCTA5 60150,1396,158
8600000US60151,60151,ZCTA5 60151,4488,386
8600000US60152,60152,ZCTA5 60152,13053,307
8600000US60153,60153,ZCTA5 60153,24302,137
8600000US60154,60154,ZCTA5 60154,16637,49
8600000US60155,60155,ZCTA5 60155,7928,28
8600000US60156,60156,ZCTA5 60156,28784,43
8600000US60157,60157,ZCTA5 60157,2177,350
8600000US60160,60160,ZCTA5 60160,25025,94
8600000US60162,60162,ZCTA5 60162,8106,30
8600000US60163,60163,ZCTA5 60163,5186,32
8600000US60164,60164,ZCTA5 60164,22162,487
8600000US60165,60165,ZCTA5 60165,4934,24
8600000US60169,60169,ZCTA5 60169,33807,133
8600000US60171,60171,ZCTA5 60171,10414,263
8600000US60172,60172,ZCTA5 60172,24192,405
8600000US60173,60173,ZCTA5 60173,11990,638
8600000US60174,60174,ZCTA5 60174,31021,641
8600000US60175,60175,ZCTA5 60175,25505,796
8600000US60176,60176,ZCTA5 60176,11736,60
8600000US60177,60177,ZCTA5 60177,21911,197
8600000US60178,60178,ZCTA5 60178,21707,443
8600000US60180,60180,ZCTA5 60180,1228,229
8600000US60181,60181,ZCTA5 60181,29683,722
8600000US60184,60184,ZCTA5 60184,2964,433
8600000US60185,60185,ZCTA5 60185,35497,630
8600000US60187,60187,ZCTA5 60187,28968,718
8600000US60188,60188,ZCTA5 60188,42196,464
8600000US60189,60189,ZCTA5 60189,30876,670
8600000US60190,60190,ZCTA5 60190,10438,521
8600000US60191,60191,ZCTA5 60191,13973,144
8600000US60192,60192,ZCTA5 60192,16119,514
8600000US60193,60193,ZCTA5 60193,39973,1026
8600000US60194,60194,ZCTA5 60194,19600,1062
8600000US60195,60195,ZCTA5 60195,4154,514
8600000US60201,60201,ZCTA5 60201,42648,851
8600000US60202,60202,ZCTA5 60202,31501,847
8600000US60203,60203,ZCTA5 60203,4552,447
8600000US60301,60301,ZCTA5 60301,2357,346
8600000US60302,60302,ZCTA5 60302,31907,641
8600000US60304,60304,ZCTA5 60304,17368,578
8600000US60305,60305,ZCTA5 60305,11164,31
8600000US60401,60401,ZCTA5 60401,7573,417
8600000US60402,60402,ZCTA5 60402,63217,166
8600000US60403,60403,ZCTA5 60403,19425,681
8600000US60404,60404,ZCTA5 60404,17178,371
8600000US60406,60406,ZCTA5 60406,25899,665
8600000US60407,60407,ZCTA5 60407,2051,325
8600000US60408,60408,ZCTA5 60408,5341,273
8600000US60409,60409,ZCTA5 60409,37073,75
8600000US60410,60410,ZCTA5 60410,12639,562
8600000US60411,60411,ZCTA5 60411,58184,435
8600000US60415,60415,ZCTA5 60415,14057,111
8600000US60416,60416,ZCTA5 60416,9117,234
8600000US60417,60417,ZCTA5 60417,16174,452
8600000US60419,60419,ZCTA5 60419,22981,158
8600000US60420,60420,ZCTA5 60420,6197,786
8600000US60421,60421,ZCTA5 60421,4100,113
8600000US60422,60422,ZCTA5 60422,9005,371
8600000US60423,60423,ZCTA5 60423,30182,606
8600000US60424,60424,ZCTA5 60424,2385,201
8600000US60425,60425,ZCTA5 60425,8941,263
8600000US60426,60426,ZCTA5 60426,28465,718
8600000US60428,60428,ZCTA5 60428,12556,338
8600000US60429,60429,ZCTA5 60429,16288,479
8600000US60430,60430,ZCTA5 60430,20888,692
8600000US60431,60431,ZCTA5 60431,20723,1103
8600000US60432,60432,ZCTA5 60432,20844,1017
8600000US60433,60433,ZCTA5 60433,18381,1074
8600000US60435,60435,ZCTA5 60435,48162,1493
