GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03
8600000US60416,60416,ZCTA5 60416,9140,827,8313
8600000US60417,60417,ZCTA5 60417,15434,2073,13361
8600000US60419,60419,ZCTA5 60419,22720,3216,19504
8600000US60420,60420,ZCTA5 60420,4903,488,4415
8600000US60421,60421,ZCTA5 60421,3910,419,3491
8600000US60422,60422,ZCTA5 60422,9377,1292,8085
8600000US60423,60423,ZCTA5 60423,30771,3806,26965
8600000US60424,60424,ZCTA5 60424,2303,273,2030
8600000US60425,60425,ZCTA5 60425,8880,1448,7432
8600000US60426,60426,ZCTA5 60426,29621,3898,25723
8600000US60428,60428,ZCTA5 60428,12257,1524,10733
8600000US60429,60429,ZCTA5 60429,15468,2400,13068
8600000US60430,60430,ZCTA5 60430,19693,2152,17541
8600000US60431,60431,ZCTA5 60431,22745,3349,19396
8600000US60432,60432,ZCTA5 60432,20662,1961,18701
8600000US60433,60433,ZCTA5 60433,16589,2251,14338
8600000US60435,60435,ZCTA5 60435,49516,5378,44138
8600000US60436,60436,ZCTA5 60436,17882,1830,16052
8600000US60437,60437,ZCTA5 60437,138,24,114
8600000US60438,60438,ZCTA5 60438,28881,3839,25042
8600000US60439,60439,ZCTA5 60439,23206,3323,19883
8600000US60440,60440,ZCTA5 60440,52998,4871,48127
8600000US60441,60441,ZCTA5 60441,33464,4180,29284
8600000US60442,60442,ZCTA5 60442,10226,1088,9138
8600000US60443,60443,ZCTA5 60443,21169,2581,18588
8600000US60444,60444,ZCTA5 60444,1778,215,1563
8600000US60445,60445,ZCTA5 60445,25948,3721,22227
8600000US60446,60446,ZCTA5 60446,39935,4479,35456
8600000US60447,60447,ZCTA5 60447,14334,1932,12402
8600000US60448,60448,ZCTA5 60448,25604,3340,22264
8600000US60449,60449,ZCTA5 60449,9162,979,8183
8600000US60450,60450,ZCTA5 60450,20474,2588,17886
8600000US60451,60451,ZCTA5 60451,34831,3673,31158
8600000US60452,60452,ZCTA5 60452,28467,3736,24731
8600000US60453,60453,ZCTA5 60453,56267,7319,48948
8600000US60455,60455,ZCTA5 60455,15916,2153,13763
8600000US60456,60456,ZCTA5 60456,4343,564,3779
8600000US60457,60457,ZCTA5 60457,13791,1484,12307
8600000US60458,60458,ZCTA5 60458,14887,1515,13372
8600000US60459,60459,ZCTA5 60459,28898,4060,24838
8600000US60460,60460,ZCTA5 60460,1246,167,1079
8600000US60461,60461,ZCTA5 60461,4738,930,3808
8600000US60462,60462,ZCTA5 60462,39442,5647,33795
8600000US60463,60463,ZCTA5 60463,13934,2208,11726
8600000US60464,60464,ZCTA5 60464,9494,1542,7952
8600000US60465,60465,ZCTA5 60465,17430,2277,15153
8600000US60466,60466,ZCTA5 60466,22186,2057,20129
8600000US60467,60467,ZCTA5 60467,26811,3746,23065
8600000US60468,60468,ZCTA5 60468,5928,869,5059
8600000US60469,60469,ZCTA5 60469,5906,713,5193
8600000US60470,60470,ZCTA5 60470,673,53,620
8600000US60471,60471,ZCTA5 60471,13824,1515,12309
8600000US60472,60472,ZCTA5 60472,5135,742,4393
8600000US60473,60473,ZCTA5 60473,21879,3154,18725
8600000US60474,60474,ZCTA5 60474,903,69,834
8600000US60475,60475,ZCTA5 60475,9805,1258,8547
8600000US60476,60476,ZCTA5 60476,2633,284,2349
8600000US60477,60477,ZCTA5 60477,38421,4934,33487
8600000US60478,60478,ZCTA5 60478,17073,3159,13914
8600000US60479,60479,ZCTA5 60479,739,65,674
8600000US60480,60480,ZCTA5 60480,5140,756,4384
8600000US60481,60481,ZCTA5 60481,11477,1352,10125
8600000US60482,60482,ZCTA5 60482,11068,1525,9543
8600000US60484,60484,ZCTA5 60484,6866,459,6407
8600000US60487,60487,ZCTA5 60487,26827,3199,23628
8600000US60490,60490,ZCTA5 60490,21035,1916,19119
8600000US60491,60491,ZCTA5 60491,22583,2556,20027
8600000US60501,60501,ZCTA5 60501,11973,1311,10662
8600000US60502,60502,ZCTA5 60502,23070,2445,20625
8600000US60503,60503,ZCTA5 60503,17166,1406,15760
8600000US60504,60504,ZCTA5 60504,37926,4331,33595
8600000US60505,60505,ZCTA5 60505,76987,7151,69836
8600000US60506,60506,ZCTA5 60506,53280,6381,46899
8600000US60510,60510,ZCTA5 60510,29411,3526,25885
8600000US60511,60511,ZCTA5 60511,1540,142,1398
8600000US60512,60512,ZCTA5 60512,1879,250,1629
8600000US60513,60513,ZCTA5 60513,18853,2047,16806
8600000US60514,60514,ZCTA5 60514,10260,1213,9047
8600000US60515,60515,ZCTA5 60515,28349,2897,25452
8600000US60516,60516,ZCTA5 60516,28598,3166,25432
8600000US60517,60517,ZCTA5 60517,32266,3510,28756
8600000US60518,60518,ZCTA5 60518,3349,468,2881
8600000US60519,60519,ZCTA5 60519,40,0,40
8600000US60520,60520,ZCTA5 60520,2818,307,2511
8600000US60521,60521,ZCTA5 60521,17971,2041,15930
8600000US60523,60523,ZCTA5 60523,9981,1744,8237
8600000US60525,60525,ZCTA5 60525,30716,3255,27461
8600000US60526,60526,ZCTA5 60526,13440,1526,11914
8600000US60527,60527,ZCTA5 60527,27923,3850,24073
8600000US60530,60530,ZCTA5 60530,449,62,387
8600000US60531,60531,ZCTA5 60531,1700,262,1438
8600000US60532,60532,ZCTA5 60532,27597,3310,24287
8600000US60534,60534,ZCTA5 60534,10512,1522,8990
8600000US60536,60536,ZCTA5 60536,122,8,114
8600000US60537,60537,ZCTA5 60537,629,36,593
8600000US60538,60538,ZCTA5 60538,27438,2410,25028
8600000US60539,60539,ZCTA5 60539,362,0,362
8600000US60540,60540,ZCTA5 60540,44435,5777,38658
8600000US60541,60541,ZCTA5 60541,3448,368,3080
8600000US60542,60542,ZCTA5 60542,17794,2233,15561
8600000US60543,60543,ZCTA5 60543,39290,3158,36132
8600000US60544,60544,ZCTA5 60544,25542,3519,22023
8600000US60545,60545,ZCTA5 60545,13338,1201,12137
8600000US60546,60546,ZCTA5 60546,15787,1794,13993
8600000US60548,60548,ZCTA5 60548,11655,1334,10321
8600000US60549,60549,ZCTA5 60549,724,0,724
8600000US60550,60550,ZCTA5 60550,1639,131,1508
8600000US60551,60551,ZCTA5 60551,3951,357,3594
8600000US60552,60552,ZCTA5 60552,4696,508,4188
8600000US60553,60553,ZCTA5 60553,751,110,641
8600000US60554,60554,ZCTA5 60554,11877,1396,10481
8600000US60555,60555,ZCTA5 60555,13663,1676,11987
8600000US60556,60556,ZCTA5 60556,1729,266,1463
8600000US60557,60557,ZCTA5 60557,33,0,33
8600000US60558,60558,ZCTA5 60558,13133,1621,11512
8600000US60559,60559,ZCTA5 60559,24283,2478,21805
8600000US60560,60560,ZCTA5 60560,23414,2186,21228
8600000US60561,60561,ZCTA5 60561,23042,3043,19999
8600000US60563,60563,ZCTA5 60563,35707,4321,31386
8600000US60564,60564,ZCTA5 60564,42423,4378,38045
8600000US60565,60565,ZCTA5 60565,40759,4330,36429
8600000US60585,60585,ZCTA5 60585,23604,2117,21487
8600000US60586,60586,ZCTA5 60586,47212,4592,42620
8600000US60601,60601,ZCTA5 60601,13668,2339,11329
8600000US60602,60602,ZCTA5 60602,1252,129,1123
8600000US60603,60603,ZCTA5 60603,1029,111,918
8600000US60604,60604,ZCTA5 60604,619,23,596
8600000US60605,60605,ZCTA5 60605,26003,2447,23556
8600000US60606,60606,ZCTA5 60606,2994,246,2748
8600000US60607,60607,ZCTA5 60607,27985,2764,25221
8600000US60608,60608,ZCTA5 60608,69693,6164,63529
8600000US60609,60609,ZCTA5 60609,62071,5983,56088
8600000US60610,60610,ZCTA5 60610,38222,3996,34226
8600000US60611,60611,ZCTA5 60611,31563,4340,27223
8600000US60612,60612,ZCTA5 60612,34837,3668,31169
8600000US60613,60613,ZCTA5 60613,49250,4880,44370
8600000US60614,60614,ZCTA5 60614,69282,7101,62181
8600000US60615,60615,ZCTA5 60615,40257,5516,34741
8600000US60616,60616,ZCTA5 60616,51752,4749,47003
8600000US60617,60617,ZCTA5 60617,79936,10374,69562
8600000US60618,60618,ZCTA5 60618,95319,9068,86251
8600000US60619,60619,ZCTA5 60619,62746,8848,53898
8600000US60620,60620,ZCTA5 60620,68772,10042,58730
8600000US60621,60621,ZCTA5 60621,30959,3234,27725
8600000US60622,60622,ZCTA5 60622,54106,5885,48221
8600000US60623,60623,ZCTA5 60623,87892,7700,80192
8600000US60624,60624,ZCTA5 60624,37798,3526,34272
8600000US60625,60625,ZCTA5 60625,78249,7549,70700
8600000US60626,60626,ZCTA5 60626,48345,4604,43741
8600000US60628,60628,ZCTA5 60628,67790,10587,57203
8600000US60629,60629,ZCTA5 60629,115104,9301,105803
8600000US60630,60630,ZCTA5 60630,57438,6300,51138
8600000US60631,60631,ZCTA5 60631,27779,3176,24603
8600000US60632,60632,ZCTA5 60632,91426,8966,82460
8600000US60633,60633,ZCTA5 60633,12506,1295,11211
8600000US60634,60634,ZCTA5 60634,73095,8420,64675
8600000US60636,60636,ZCTA5 60636,35762,3919,31843
8600000US60637,60637,ZCTA5 60637,49016,5953,43063
8600000US60638,60638,ZCTA5 60638,57746,6256,51490
8600000US60639,60639,ZCTA5 60639,89948,8480,81468
8600000US60640,60640,ZCTA5 60640,65649,6334,59315
8600000US60641,60641,ZCTA5 60641,70378,8250,62128
8600000US60642,60642,ZCTA5 60642,19508,2298,17210
8600000US60643,60643,ZCTA5 60643,50169,8628,41541
8600000US60644,60644,ZCTA5 60644,48833,4484,44349
8600000US60645,60645,ZCTA5 60645,46598,5968,40630
8600000US60646,60646,ZCTA5 60646,27266,3146,24120
8600000US60647,60647,ZCTA5 60647,88614,8812,79802
8600000US60649,60649,ZCTA5 60649,44465,6900,37565
8600000US60651,60651,ZCTA5 60651,61742,6856,54886
8600000US60652,60652,ZCTA5 60652,43028,4705,38323
8600000US60653,60653,ZCTA5 60653,30614,3288,27326
8600000US60654,60654,ZCTA5 60654,17328,1391,15937
8600000US60655,60655,ZCTA5 60655,28723,3096,25627
8600000US60656,60656,ZCTA5 60656,27926,3507,24419
8600000US60657,60657,ZCTA5 60657,69957,7044,62913
8600000US60659,60659,ZCTA5 60659,38705,4782,33923
8600000US60660,60660,ZCTA5 60660,40980,4265,36715
8600000US60661,60661,ZCTA5 60661,9343,528,8815
8600000US60706,60706,ZCTA5 60706,23176,3435,19741
8600000US60707,60707,ZCTA5 60707,43254,4867,38387
8600000US60712,60712,ZCTA5 60712,12577,1564,11013
8600000US60714,60714,ZCTA5 60714,28527,3585,24942
8600000US60803,60803,ZCTA5 60803,22756,1917,20839
8600000US60804,60804,ZCTA5 60804,83510,7511,75999
8600000US60805,60805,ZCTA5 60805,19686,2215,17471
8600000US60827,60827,ZCTA5 60827,28862,3775,25087
8600000US60901,60901,ZCTA5 60901,35228,4040,31188
8600000US60910,60910,ZCTA5 60910,477,62,415
8600000US60911,60911,ZCTA5 60911,1562,176,1386
8600000US60912,60912,ZCTA5 60912,449,42,407
8600000US60913,60913,ZCTA5 60913,1398,114,1284
8600000US60914,60914,ZCTA5 60914,28738,2863,25875
8600000US60915,60915,ZCTA5 60915,10145,1338,8807
8600000US60917,60917,ZCTA5 60917,571,78,493
8600000US60918,60918,ZCTA5 60918,810,120,690
8600000US60919,60919,ZCTA5 60919,524,74,450
8600000US60920,60920,ZCTA5 60920,129,11,118
8600000US60921,60921,ZCTA5 60921,1252,167,1085
8600000US60922,60922,ZCTA5 60922,2295,230,2065
8600000US60924,60924,ZCTA5 60924,1535,153,1382
8600000US60926,60926,ZCTA5 60926,9,0,9
8600000US60927,60927,ZCTA5 60927,2088,154,1934
8600000US60928,60928,ZCTA5 60928,799,70,729
8600000US60929,60929,ZCTA5 60929,961,68,893
8600000US60930,60930,ZCTA5 60930,840,146,694
8600000US60931,60931,ZCTA5 60931,506,72,434
8600000US60932,60932,ZCTA5 60932,80,47,33
8600000US60933,60933,ZCTA5 60933,250,52,198
8600000US60934,60934,ZCTA5 60934,215,43,172
8600000US60935,60935,ZCTA5 60935,1107,95,1012
8600000US60936,60936,ZCTA5 60936,4071,464,3607
8600000US60938,60938,ZCTA5 60938,1968,237,1731
8600000US60940,60940,ZCTA5 60940,3536,324,3212
8600000US60941,60941,ZCTA5 60941,1808,249,1559
8600000US60942,60942,ZCTA5 60942,5824,1211,4613
8600000US60945,60945,ZCTA5 60945,163,18,145
8600000US60946,60946,ZCTA5 60946,386,36,350
8600000US60948,60948,ZCTA5 60948,1654,229,1425
8600000US60949,60949,ZCTA5 60949,541,42,499
8600000US60950,60950,ZCTA5 60950,11428,1562,9866
8600000US60951,60951,ZCTA5 60951,754,66,688
8600000US60952,60952,ZCTA5 60952,704,64,640
8600000US60953,60953,ZCTA5 60953,2455,337,2118
8600000US60954,60954,ZCTA5 60954,5820,452,5368
8600000US60955,60955,ZCTA5 60955,1726,182,1544
8600000US60957,60957,ZCTA5 60957,5170,723,4447
8600000US60958,60958,ZCTA5 60958,2208,264,1944
8600000US60959,60959,ZCTA5 60959,1084,91,993
8600000US60960,60960,ZCTA5 60960,1119,163,956
8600000US60961,60961,ZCTA5 60961,818,45,773
8600000US60962,60962,ZCTA5 60962,536,63,473
8600000US60963,60963,ZCTA5 60963,2186,266,1920
8600000US60964,60964,ZCTA5 60964,5209,577,4632
8600000US60966,60966,ZCTA5 60966,1493,224,1269
8600000US60968,60968,ZCTA5 60968,354,40,314
8600000US60969,60969,ZCTA5 60969,32,4,28
8600000US60970,60970,ZCTA5 60970,6889,977,5912
8600000US60973,60973,ZCTA5 60973,448,57,391
8600000US60974,60974,ZCTA5 60974,385,56,329
8600000US61001,61001,ZCTA5 61001,1035,184,851
8600000US61006,61006,ZCTA5 61006,1773,274,1499
8600000US61007,61007,ZCTA5 61007,501,51,450
8600000US61008,61008,ZCTA5 61008,34228,4454,29774
8600000US61010,61010,ZCTA5 61010,7803,999,6804
8600000US61011,61011,ZCTA5 61011,2357,587,1770
8600000US61012,61012,ZCTA5 61012,2711,296,2415
8600000US61013,61013,ZCTA5 61013,476,49,427
8600000US61014,61014,ZCTA5 61014,1377,134,1243
8600000US61015,61015,ZCTA5 61015,780,161,619
8600000US61016,61016,ZCTA5 61016,4727,867,3860
8600000US61018,61018,ZCTA5 61018,926,119,807
8600000US61019,61019,ZCTA5 61019,3429,408,3021
8600000US61020,61020,ZCTA5 61020,3255,321,2934
8600000US61021,61021,ZCTA5 61021,20476,2436,18040
8600000US61024,61024,ZCTA5 61024,2320,293,2027
8600000US61025,61025,ZCTA5 61025,4784,722,4062
8600000US61027,61027,ZCTA5 61027,8,8,0
8600000US61028,61028,ZCTA5 61028,2114,360,1754
8600000US61030,61030,ZCTA5 61030,2462,251,2211
8600000US61031,61031,ZCTA5 61031,1525,207,1318
8600000US61032,61032,ZCTA5 61032,30030,3818,26212
8600000US61036,61036,ZCTA5 61036,6525,1086,5439
8600000US61037,61037,ZCTA5 61037,134,31,103
8600000US61038,61038,ZCTA5 61038,975,95,880
8600000US61039,61039,ZCTA5 61039,960,100,860
8600000US61041,61041,ZCTA5 61041,997,153,844
8600000US61042,61042,ZCTA5 61042,468,47,421
8600000US61043,61043,ZCTA5 61043,100,6,94
8600000US61044,61044,ZCTA5 61044,316,33,283
8600000US61046,61046,ZCTA5 61046,2626,407,2219
8600000US61047,61047,ZCTA5 61047,2051,242,1809
8600000US61048,61048,ZCTA5 61048,3864,536,3328
8600000US61049,61049,ZCTA5 61049,568,46,522
8600000US61050,61050,ZCTA5 61050,475,44,431
8600000US61051,61051,ZCTA5 61051,1644,159,1485
8600000US61052,61052,ZCTA5 61052,963,109,854
8600000US61053,61053,ZCTA5 61053,2564,233,2331
8600000US61054,61054,ZCTA5 61054,3744,443,3301
8600000US61057,61057,ZCTA5 61057,151,34,117
8600000US61059,61059,ZCTA5 61059,239,27,212
8600000US61060,61060,ZCTA5 61060,1473,177,1296
8600000US61061,61061,ZCTA5 61061,6236,1168,5068
8600000US61062,61062,ZCTA5 61062,1869,181,1688
8600000US61063,61063,ZCTA5 61063,4466,718,3748
8600000US61064,61064,ZCTA5 61064,3323,538,2785
8600000US61065,61065,ZCTA5 61065,10276,1595,8681
8600000US61067,61067,ZCTA5 61067,646,149,497
8600000US61068,61068,ZCTA5 61068,14512,2257,12255
8600000US61070,61070,ZCTA5 61070,1438,86,1352
8600000US61071,61071,ZCTA5 61071,14152,1646,12506
8600000US61072,61072,ZCTA5 61072,11630,1341,10289
8600000US61073,61073,ZCTA5 61073,19432,2103,17329
8600000US61074,61074,ZCTA5 61074,4254,521,3733
8600000US61075,61075,ZCTA5 61075,1044,175,869
8600000US61077,61077,ZCTA5 61077,40,0,40
8600000US61078,61078,ZCTA5 61078,1300,229,1071
8600000US61079,61079,ZCTA5 61079,231,4,227
8600000US61080,61080,ZCTA5 61080,10270,1028,9242
8600000US61081,61081,ZCTA5 61081,21076,2800,18276
8600000US61084,61084,ZCTA5 61084,3073,291,2782
8600000US61085,61085,ZCTA5 61085,3350,533,2817
8600000US61087,61087,ZCTA5 61087,1793,317,1476
8600000US61088,61088,ZCTA5 61088,5685,566,5119
8600000US61089,61089,ZCTA5 61089,722,79,643
8600000US61091,61091,ZCTA5 61091,110,10,100
8600000US61101,61101,ZCTA5 61101,20610,2885,17725
8600000US61102,61102,ZCTA5 61102,18049,2532,15517
8600000US61103,61103,ZCTA5 61103,22909,2650,20259
8600000US61104,61104,ZCTA5 61104,19617,2596,17021
8600000US61107,61107,ZCTA5 61107,31010,3711,27299
8600000US61108,61108,ZCTA5 61108,26884,4174,22710
8600000US61109,61109,ZCTA5 61109,27457,3448,24009
8600000US61111,61111,ZCTA5 61111,24222,3664,20558
8600000US61112,61112,ZCTA5 61112,95,22,73
8600000US61114,61114,ZCTA5 61114,14696,2284,12412
8600000US61115,61115,ZCTA5 61115,22910,2449,20461
8600000US61201,61201,ZCTA5 61201,38112,5039,33073
8600000US61230,61230,ZCTA5 61230,1248,186,1062
8600000US61231,61231,ZCTA5 61231,4802,582,4220
8600000US61232,61232,ZCTA5 61232,1288,159,1129
8600000US61234,61234,ZCTA5 61234,1405,156,1249
8600000US61235,61235,ZCTA5 61235,1414,135,1279
8600000US61236,61236,ZCTA5 61236,121,16,105
8600000US61238,61238,ZCTA5 61238,3209,331,2878
8600000US61239,61239,ZCTA5 61239,1250,179,1071
8600000US61240,61240,ZCTA5 61240,6243,919,5324
8600000US61241,61241,ZCTA5 61241,6775,689,6086
8600000US61242,61242,ZCTA5 61242,1204,124,1080
8600000US61243,61243,ZCTA5 61243,234,20,214
8600000US61244,61244,ZCTA5 61244,22086,3070,19016
8600000US61250,61250,ZCTA5 61250,2622,253,2369
8600000US61251,61251,ZCTA5 61251,308,0,308
8600000US61252,61252,ZCTA5 61252,5315,654,4661
8600000US61254,61254,ZCTA5 61254,10895,1336,9559
8600000US61256,61256,ZCTA5 61256,1975,286,1689
