GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - One or more health insurance items imputed,Estimate; Total: - No health insurance items imputed
8600000US61063,61063,ZCTA5 61063,4258,773,3485
8600000US61064,61064,ZCTA5 61064,3427,612,2815
8600000US61065,61065,ZCTA5 61065,10736,1901,8835
8600000US61067,61067,ZCTA5 61067,681,126,555
8600000US61068,61068,ZCTA5 61068,14716,2136,12580
8600000US61070,61070,ZCTA5 61070,1292,110,1182
8600000US61071,61071,ZCTA5 61071,14221,1606,12615
8600000US61072,61072,ZCTA5 61072,11630,1471,10159
8600000US61073,61073,ZCTA5 61073,19107,2087,17020
8600000US61074,61074,ZCTA5 61074,4178,616,3562
8600000US61075,61075,ZCTA5 61075,1084,194,890
8600000US61077,61077,ZCTA5 61077,61,0,61
8600000US61078,61078,ZCTA5 61078,1292,168,1124
8600000US61079,61079,ZCTA5 61079,149,9,140
8600000US61080,61080,ZCTA5 61080,10652,998,9654
8600000US61081,61081,ZCTA5 61081,21056,2531,18525
8600000US61084,61084,ZCTA5 61084,2956,327,2629
8600000US61085,61085,ZCTA5 61085,3483,485,2998
8600000US61087,61087,ZCTA5 61087,1811,305,1506
8600000US61088,61088,ZCTA5 61088,5930,616,5314
8600000US61089,61089,ZCTA5 61089,770,155,615
8600000US61091,61091,ZCTA5 61091,73,13,60
8600000US61101,61101,ZCTA5 61101,21084,2812,18272
8600000US61102,61102,ZCTA5 61102,18836,2418,16418
8600000US61103,61103,ZCTA5 61103,22879,2718,20161
8600000US61104,61104,ZCTA5 61104,18977,2449,16528
8600000US61107,61107,ZCTA5 61107,30703,3378,27325
8600000US61108,61108,ZCTA5 61108,27665,3717,23948
8600000US61109,61109,ZCTA5 61109,27422,3489,23933
8600000US61111,61111,ZCTA5 61111,24441,3297,21144
8600000US61112,61112,ZCTA5 61112,108,20,88
8600000US61114,61114,ZCTA5 61114,14680,2189,12491
8600000US61115,61115,ZCTA5 61115,23007,2583,20424
8600000US61201,61201,ZCTA5 61201,38429,4957,33472
8600000US61230,61230,ZCTA5 61230,1313,204,1109
8600000US61231,61231,ZCTA5 61231,4826,656,4170
8600000US61232,61232,ZCTA5 61232,1564,185,1379
8600000US61234,61234,ZCTA5 61234,1401,166,1235
8600000US61235,61235,ZCTA5 61235,1445,176,1269
8600000US61236,61236,ZCTA5 61236,110,19,91
8600000US61238,61238,ZCTA5 61238,3034,351,2683
8600000US61239,61239,ZCTA5 61239,1253,209,1044
