GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2011 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2011 inflation-adjusted dollars)
8600000US60002,60002,ZCTA5 60002,79143,4966
8600000US60004,60004,ZCTA5 60004,83078,4121
8600000US60005,60005,ZCTA5 60005,65951,3010
8600000US60007,60007,ZCTA5 60007,69616,4382
8600000US60008,60008,ZCTA5 60008,56468,3778
8600000US60010,60010,ZCTA5 60010,120860,3852
8600000US60012,60012,ZCTA5 60012,103390,6833
8600000US60013,60013,ZCTA5 60013,98454,2554
8600000US60014,60014,ZCTA5 60014,78468,3933
8600000US60015,60015,ZCTA5 60015,126943,5966
8600000US60016,60016,ZCTA5 60016,57325,2188
8600000US60018,60018,ZCTA5 60018,53459,3453
8600000US60020,60020,ZCTA5 60020,58932,9119
8600000US60021,60021,ZCTA5 60021,80045,17459
8600000US60022,60022,ZCTA5 60022,179674,34632
8600000US60025,60025,ZCTA5 60025,92973,3934
8600000US60026,60026,ZCTA5 60026,104712,15105
8600000US60029,60029,ZCTA5 60029,162857,32860
8600000US60030,60030,ZCTA5 60030,86825,4949
8600000US60031,60031,ZCTA5 60031,85020,5103
8600000US60033,60033,ZCTA5 60033,52398,5762
8600000US60034,60034,ZCTA5 60034,60521,19167
8600000US60035,60035,ZCTA5 60035,114680,5826
8600000US60040,60040,ZCTA5 60040,61489,10909
8600000US60041,60041,ZCTA5 60041,59505,6325
8600000US60042,60042,ZCTA5 60042,65951,6692
8600000US60043,60043,ZCTA5 60043,242188,39060
8600000US60044,60044,ZCTA5 60044,101858,13970
8600000US60045,60045,ZCTA5 60045,133383,9102
8600000US60046,60046,ZCTA5 60046,95195,4467
8600000US60047,60047,ZCTA5 60047,124286,4406
8600000US60048,60048,ZCTA5 60048,109416,5942
8600000US60050,60050,ZCTA5 60050,68584,3131
8600000US60051,60051,ZCTA5 60051,73593,3519
8600000US60053,60053,ZCTA5 60053,72697,4171
8600000US60056,60056,ZCTA5 60056,68625,2927
8600000US60060,60060,ZCTA5 60060,83905,5316
8600000US60061,60061,ZCTA5 60061,90325,3398
8600000US60062,60062,ZCTA5 60062,97382,6266
8600000US60064,60064,ZCTA5 60064,36896,3392
8600000US60067,60067,ZCTA5 60067,91296,6913
8600000US60068,60068,ZCTA5 60068,90177,4388
8600000US60069,60069,ZCTA5 60069,108814,9370
8600000US60070,60070,ZCTA5 60070,59779,4322
8600000US60071,60071,ZCTA5 60071,62582,7800
8600000US60072,60072,ZCTA5 60072,90438,13855
8600000US60073,60073,ZCTA5 60073,64892,2388
8600000US60074,60074,ZCTA5 60074,63612,3179
8600000US60076,60076,ZCTA5 60076,71028,7039
8600000US60077,60077,ZCTA5 60077,59197,4077
8600000US60081,60081,ZCTA5 60081,82424,6299
8600000US60083,60083,ZCTA5 60083,99221,7780
8600000US60084,60084,ZCTA5 60084,69813,4139
8600000US60085,60085,ZCTA5 60085,41043,2558
8600000US60087,60087,ZCTA5 60087,58940,2997
8600000US60088,60088,ZCTA5 60088,59158,6139
8600000US60089,60089,ZCTA5 60089,91680,4026
8600000US60090,60090,ZCTA5 60090,59026,3426
8600000US60091,60091,ZCTA5 60091,130243,5953
8600000US60093,60093,ZCTA5 60093,146447,14809
8600000US60096,60096,ZCTA5 60096,75215,4871
8600000US60097,60097,ZCTA5 60097,71149,8073
8600000US60098,60098,ZCTA5 60098,64284,3679
8600000US60099,60099,ZCTA5 60099,54022,3763
8600000US60101,60101,ZCTA5 60101,62164,3945
8600000US60102,60102,ZCTA5 60102,96158,5025
8600000US60103,60103,ZCTA5 60103,94763,3585
8600000US60104,60104,ZCTA5 60104,55123,3174
8600000US60106,60106,ZCTA5 60106,55345,4872
8600000US60107,60107,ZCTA5 60107,71701,3672
8600000US60108,60108,ZCTA5 60108,71258,5597
8600000US60109,60109,ZCTA5 60109,60946,9492
8600000US60110,60110,ZCTA5 60110,55814,5256
8600000US60111,60111,ZCTA5 60111,68125,8236
8600000US60112,60112,ZCTA5 60112,70813,5266
8600000US60113,60113,ZCTA5 60113,49659,35350
8600000US60115,60115,ZCTA5 60115,40083,2678
8600000US60118,60118,ZCTA5 60118,84286,4877
8600000US60119,60119,ZCTA5 60119,98983,6139
8600000US60120,60120,ZCTA5 60120,53683,2145
8600000US60123,60123,ZCTA5 60123,54985,3757
8600000US60124,60124,ZCTA5 60124,101045,6669
8600000US60126,60126,ZCTA5 60126,87246,5024
8600000US60129,60129,ZCTA5 60129,85000,36603
8600000US60130,60130,ZCTA5 60130,51706,3790
8600000US60131,60131,ZCTA5 60131,53333,7867
8600000US60133,60133,ZCTA5 60133,66443,4273
8600000US60134,60134,ZCTA5 60134,104925,5507
8600000US60135,60135,ZCTA5 60135,66453,5416
8600000US60136,60136,ZCTA5 60136,97888,11662
8600000US60137,60137,ZCTA5 60137,89916,4586
8600000US60139,60139,ZCTA5 60139,64251,2783
8600000US60140,60140,ZCTA5 60140,80154,12799
8600000US60141,60141,ZCTA5 60141,153017,26023
8600000US60142,60142,ZCTA5 60142,72554,5086
8600000US60143,60143,ZCTA5 60143,78398,7640
8600000US60144,60144,ZCTA5 60144,106250,3255
8600000US60145,60145,ZCTA5 60145,76199,3224
8600000US60146,60146,ZCTA5 60146,56453,6831
8600000US60148,60148,ZCTA5 60148,72023,3912
8600000US60150,60150,ZCTA5 60150,54750,13572
8600000US60151,60151,ZCTA5 60151,71238,3232
8600000US60152,60152,ZCTA5 60152,64806,5317
8600000US60153,60153,ZCTA5 60153,44979,5247
8600000US60154,60154,ZCTA5 60154,72966,3209
8600000US60155,60155,ZCTA5 60155,50160,10328
8600000US60156,60156,ZCTA5 60156,82818,4042
8600000US60157,60157,ZCTA5 60157,80185,11978
8600000US60160,60160,ZCTA5 60160,43863,3432
8600000US60162,60162,ZCTA5 60162,53236,7926
8600000US60163,60163,ZCTA5 60163,59473,4158
8600000US60164,60164,ZCTA5 60164,56614,2504
8600000US60165,60165,ZCTA5 60165,44635,6558
8600000US60169,60169,ZCTA5 60169,65546,2979
8600000US60171,60171,ZCTA5 60171,47083,5617
8600000US60172,60172,ZCTA5 60172,81797,4675
8600000US60173,60173,ZCTA5 60173,61033,8440
8600000US60174,60174,ZCTA5 60174,74269,4948
8600000US60175,60175,ZCTA5 60175,128149,8845
8600000US60176,60176,ZCTA5 60176,47793,4689
8600000US60177,60177,ZCTA5 60177,81501,4391
8600000US60178,60178,ZCTA5 60178,63976,4585
8600000US60180,60180,ZCTA5 60180,61607,22564
8600000US60181,60181,ZCTA5 60181,66199,3397
8600000US60184,60184,ZCTA5 60184,148021,42699
8600000US60185,60185,ZCTA5 60185,69202,5470
8600000US60187,60187,ZCTA5 60187,79229,3537
8600000US60188,60188,ZCTA5 60188,74263,2090
8600000US60189,60189,ZCTA5 60189,96575,6699
8600000US60190,60190,ZCTA5 60190,94562,5825
8600000US60191,60191,ZCTA5 60191,63330,4526
8600000US60192,60192,ZCTA5 60192,109542,6435
8600000US60193,60193,ZCTA5 60193,69780,3866
8600000US60194,60194,ZCTA5 60194,73563,6991
8600000US60195,60195,ZCTA5 60195,59467,6077
8600000US60201,60201,ZCTA5 60201,67969,6736
8600000US60202,60202,ZCTA5 60202,68550,4667
8600000US60203,60203,ZCTA5 60203,118445,7636
8600000US60301,60301,ZCTA5 60301,51574,10073
8600000US60302,60302,ZCTA5 60302,71241,5540
8600000US60304,60304,ZCTA5 60304,87357,5309
8600000US60305,60305,ZCTA5 60305,122854,14838
8600000US60401,60401,ZCTA5 60401,64778,5344
8600000US60402,60402,ZCTA5 60402,50080,1966
8600000US60403,60403,ZCTA5 60403,50058,5723
8600000US60404,60404,ZCTA5 60404,85758,5654
8600000US60406,60406,ZCTA5 60406,42534,2734
8600000US60407,60407,ZCTA5 60407,54167,12809
8600000US60408,60408,ZCTA5 60408,62679,7436
8600000US60409,60409,ZCTA5 60409,41971,1865
8600000US60410,60410,ZCTA5 60410,85192,4424
8600000US60411,60411,ZCTA5 60411,43346,3114
8600000US60415,60415,ZCTA5 60415,48161,4532
8600000US60416,60416,ZCTA5 60416,65022,7709
8600000US60417,60417,ZCTA5 60417,74669,5845
8600000US60419,60419,ZCTA5 60419,51148,2726
8600000US60420,60420,ZCTA5 60420,55426,7089
8600000US60421,60421,ZCTA5 60421,71994,4526
8600000US60422,60422,ZCTA5 60422,106114,11791
8600000US60423,60423,ZCTA5 60423,97151,7193
8600000US60424,60424,ZCTA5 60424,53841,3684
8600000US60425,60425,ZCTA5 60425,56997,5440
8600000US60426,60426,ZCTA5 60426,31564,2877
8600000US60428,60428,ZCTA5 60428,46215,5373
8600000US60429,60429,ZCTA5 60429,53681,4667
8600000US60430,60430,ZCTA5 60430,73218,5742
8600000US60431,60431,ZCTA5 60431,79488,3308
8600000US60432,60432,ZCTA5 60432,37535,5315
8600000US60433,60433,ZCTA5 60433,44098,2922
8600000US60435,60435,ZCTA5 60435,54070,2259
8600000US60436,60436,ZCTA5 60436,41134,3020
8600000US60437,60437,ZCTA5 60437,50789,21495
8600000US60438,60438,ZCTA5 60438,51226,2549
8600000US60439,60439,ZCTA5 60439,89750,5348
8600000US60440,60440,ZCTA5 60440,72652,3222
8600000US60441,60441,ZCTA5 60441,73876,4178
8600000US60442,60442,ZCTA5 60442,79925,7539
8600000US60443,60443,ZCTA5 60443,63823,3748
8600000US60444,60444,ZCTA5 60444,69286,8332
8600000US60445,60445,ZCTA5 60445,57144,3896
